path,class,mesh_is_watertight,diameter,mesh_nr_vertices,mesh_nr_faces,mesh_surface_area,mesh_volume,ch_nr_vertices,ch_nr_faces,ch_surface_area,ch_volume,bb_p0,bb_p1,bb_surface_area,bb_volume,bb_diameter,distance_to_center,scale,alignment,correctly_oriented_axes,eigenvalue_s1,eigenvalue_s2,eigenvalue_s3
['data' 'LabeledDB_new' 'Cup' '27' 'original.ply'],Cup,True,1.8312246835955206,15137,30274,9.935083355,0.422717805,3280,6556,6.6252476,1.357239314,[-0.64240402 -0.54915297 -0.66210902],[0.86370999 0.55448103 0.70345497],10.45195304,2.269838584,2.313255803,5.83e-05,1.506114006,0.14454713,3,0.21552621657705423,0.1497005773287201,0.09932295410264863
['data' 'LabeledDB_new' 'Cup' '28' 'original.ply'],Cup,True,1.732562879260692,15070,30140,8.754257895,0.390485894,3671,7338,6.409398674,1.31286447,[-0.95955801 -0.58228201 -0.62132698],[0.727063   0.51990402 0.62940001],10.69401271,2.325064099,2.371459991,0.000118849,1.68662101,0.367860455,1,0.20297319315311882,0.12556895174182867,0.11176410798213561
['data' 'LabeledDB_new' 'Cup' '29' 'original.ply'],Cup,True,1.8539836396234637,15127,30254,8.964377228,0.312072246,1841,3678,6.483382592,1.239738819,[-0.624264   -0.50029403 -0.650657  ],[0.93590599 0.490971   0.640459  ],9.681481069,1.996765061,2.254710024,5.75e-05,1.560169995,0.177885476,2,0.19102422698112917,0.1718135159839556,0.08670808260542097
['data' 'LabeledDB_new' 'Cup' '30' 'original.ply'],Cup,True,1.7059665400629382,15006,30008,4.257558864,0.159459354,1173,2342,5.622001475,1.00532708,[-0.54237902 -0.92833298 -0.54100198],[0.54902703 0.51838797 0.55069798],8.699666293,1.723750568,2.115650606,0.017070105,1.446720958,0.33611533,2,0.25427547375471005,0.06871266935004905,0.06865235374798628
['data' 'LabeledDB_new' 'Cup' '31' 'original.ply'],Cup,True,1.8902621631794094,15227,30454,10.69465008,0.902745967,3925,7846,7.87809091,1.797749545,[-0.963292   -0.89607    -0.64375901],[0.79341501 0.66949999 0.648166  ],14.08476112,3.553113915,2.684417848,0.000125956,1.756707013,0.72261376,0,0.21122850694352935,0.20053104926447346,0.11189582389351221
['data' 'LabeledDB_new' 'Cup' '32' 'original.ply'],Cup,True,1.8058373570281747,14751,29502,9.68218533,0.325441261,3311,6618,6.394326259,1.273504138,[-0.61933202 -0.62852901 -0.53199297],[0.85330999 0.70440799 0.53494799],9.912652373,2.094340048,2.254719172,0.019723782,1.472642004,0.674961036,3,0.20070142281843875,0.14554874242942992,0.09958012746697267
['data' 'LabeledDB_new' 'Cup' '33' 'original.ply'],Cup,True,1.8190191313083812,7349,14698,10.44848657,0.656210143,2844,5684,7.438764156,1.730840581,[-0.74123597 -0.615942   -0.67457402],[0.97116601 0.65071797 0.67269999],12.3652876,2.92227916,2.520296669,0.000109146,1.712401986,0.990771281,2,0.1978999740405348,0.1469125485031196,0.14391813124765962
['data' 'LabeledDB_new' 'Cup' '34' 'original.ply'],Cup,True,1.9225282363669456,9602,19204,11.14757432,0.871221263,1189,2374,8.071488664,1.834642261,[-0.62625301 -0.872109   -0.793881  ],[0.629673   0.70144898 0.76441801],12.77090894,3.079623301,2.545924318,8.08e-05,1.573557973,0.337485879,1,0.2016760317688483,0.18117298405810794,0.12000525284956505
['data' 'LabeledDB_new' 'Cup' '35' 'original.ply'],Cup,True,1.7870274908710135,15136,30268,6.277348326,0.358477157,1666,3328,6.018322749,1.1324263,[-0.49857801 -0.88175499 -0.475519  ],[0.50088602 0.653413   0.47873601],7.906061036,1.464156597,2.065495523,6.56e-05,1.535167992,0.336765201,2,0.24331096377030206,0.08143500674088959,0.07011729065608135
['data' 'LabeledDB_new' 'Cup' '36' 'original.ply'],Cup,True,1.7408865146622685,9076,18152,8.935174312,0.267002329,2334,4664,5.926881956,1.144753326,[-0.763991   -0.75379503 -0.63109499],[0.653126   0.86456001 0.71794897],12.77676733,3.093895316,2.539136316,8.09e-05,1.618355036,0.443684736,2,0.16781501492330195,0.12565035735946095,0.09966740083020609
['data' 'LabeledDB_new' 'Cup' '37' 'original.ply'],Cup,True,1.8456000030014899,6270,12540,12.47798728,0.721859855,821,1638,8.524179253,2.041553259,[-0.68779802 -0.67180198 -0.72318298],[0.66157699 0.676916   0.999318  ],12.93478836,3.134824917,2.57038183,0.000980484,1.72250098,0.02548487,2,0.1947497544641447,0.17417556941455697,0.15700321763048422
['data' 'LabeledDB_new' 'Cup' '38' 'original.ply'],Cup,True,1.87531855287508,15064,30128,11.15897331,0.586444155,2786,5568,7.810242635,1.734206074,[-0.90279001 -0.68393803 -0.608823  ],[0.80738503 0.61774302 0.62186003],11.86548517,2.739626474,2.476621269,0.000139476,1.710175037,0.416093077,2,0.24481207552557505,0.23416652052368522,0.1120360378489428
['data' 'LabeledDB_new' 'Cup' '39' 'original.ply'],Cup,False,1.8749237114550876,15161,30322,11.65944235,inf,2479,4954,7.396323331,1.581505138,[-0.760185   -0.498521   -0.65945101],[0.90882701 0.62031502 0.62205499],10.87998945,2.39302119,2.383202206,0.00014723,1.66901201,0.880114831,2,0.23573917447777382,0.18936234694133697,0.14197722935141047
['data' 'LabeledDB_new' 'Cup' '40' 'original.ply'],Cup,True,1.9958789069460159,15165,30326,11.28277655,0.395821102,4614,9224,6.704658971,1.388331675,[-0.514777   -0.92415297 -0.51214898],[0.51786202 0.92191797 0.51444602],9.723188315,1.957023608,2.351216405,0.000101452,1.846070945,0.288337319,2,0.32261404731962057,0.10306837698024178,0.10250255011791969
['data' 'LabeledDB_new' 'Fish' '221' 'original.ply'],Fish,True,1.7993183506014365,7121,14238,2.451626017,0.194817163,716,1428,3.558075477,0.422550736,[-0.94008398 -0.30112901 -0.49203101],[0.84268701 0.29648399 0.57190597],7.195971383,1.133526046,2.160410981,0.000314509,1.782770991,0.331695922,2,0.22744505732414866,0.05178961976401442,0.018137937410761418
['data' 'LabeledDB_new' 'Fish' '222' 'original.ply'],Fish,True,1.8356346130046604,5255,10506,1.8406226,0.129765307,473,942,2.601038909,0.225135731,[-0.859245   -0.25474101 -0.24972001],[0.95213801 0.28149301 0.43338001],5.149964846,0.663512255,2.008800876,0.000272126,1.811383009,0.333667181,2,0.2121316610683881,0.02365217652469734,0.01383844203122887
['data' 'LabeledDB_new' 'Fish' '223' 'original.ply'],Fish,True,1.8095882565773436,6656,13308,2.206151162,0.137220555,369,734,2.911894376,0.331526052,[-0.80936998 -0.364122   -0.46480301],[0.96094698 0.424418   0.36275601],7.027141833,1.155244049,2.107290064,0.000252968,1.770316958,0.982139573,2,0.18586511545464537,0.03249216428460616,0.014723816863315222
['data' 'LabeledDB_new' 'Fish' '224' 'original.ply'],Fish,True,1.8418089200047705,5061,10118,1.771415213,0.110131052,534,1064,2.285941449,0.190309476,[-0.83996898 -0.228352   -0.40005699],[0.979541   0.29079399 0.22116999],4.794854957,0.586805598,1.991494938,0.000293575,1.819509983,0.985549194,2,0.24319793719326388,0.015606122418394578,0.011565590019856539
['data' 'LabeledDB_new' 'Fish' '225' 'original.ply'],Fish,True,1.8204449498355324,6076,12148,2.079230171,0.127875322,516,1028,2.768186653,0.305259115,[-0.812895   -0.28043801 -0.51563799],[0.97680002 0.33621401 0.36526   ],6.446730653,0.972175802,2.087881527,0.000270722,1.789695024,0.324438961,2,0.20923342939614528,0.022398595880363543,0.01900314326645554
['data' 'LabeledDB_new' 'Fish' '226' 'original.ply'],Fish,True,1.9073631508126838,5216,10428,1.911427591,0.13666978,526,1048,2.594409804,0.252310158,[-0.91749001 -0.27020001 -0.237113  ],[0.92662799 0.28842199 0.37978101],5.024801593,0.635502546,2.023212285,0.000335665,1.844117999,0.334611712,2,0.22418627546148198,0.020210991432615986,0.01430723100824464
['data' 'LabeledDB_new' 'Fish' '227' 'original.ply'],Fish,True,1.9073631508126838,5216,10428,1.911427591,0.13666978,526,1048,2.594409804,0.252310158,[-0.91749001 -0.27020001 -0.237113  ],[0.92662799 0.28842199 0.37978101],5.024801593,0.635502546,2.023212285,0.000335665,1.844117999,0.334611712,2,0.22418627546148198,0.020210991432615986,0.01430723100824464
['data' 'LabeledDB_new' 'Fish' '228' 'original.ply'],Fish,True,1.8151040743348141,5592,11180,1.960690186,0.137498867,467,930,2.897209266,0.279586425,[-0.26196    -0.83551902 -0.34877199],[0.26579401 0.95674098 0.439248  ],5.548179585,0.745366351,2.027731655,0.00031236,1.792259991,0.013865677,2,0.22302899589092845,0.025956409317830196,0.01424744318563572
['data' 'LabeledDB_new' 'Fish' '229' 'original.ply'],Fish,True,1.8954841373875642,5245,10486,2.024837234,0.150119365,462,920,2.872457156,0.263956212,[-0.27669799 -0.243222   -0.951464  ],[0.287678   0.43098301 0.923361  ],5.405255499,0.713380515,2.070758662,0.000263338,1.874825001,0.333598413,1,0.22537944592026177,0.024896722137140018,0.01604070728445002
['data' 'LabeledDB_new' 'Fish' '230' 'original.ply'],Fish,True,1.8125102103777846,7573,15142,2.630009973,0.215641118,786,1568,3.707136811,0.453954918,[-0.94691002 -0.49532899 -0.31258801],[0.84376597 0.58611399 0.314026  ],7.472447931,1.213446786,2.183731797,0.000296554,1.790675998,0.996080989,2,0.2357947067606756,0.054294886170657905,0.019610474847162714
['data' 'LabeledDB_new' 'Fish' '231' 'original.ply'],Fish,True,1.8140244127684597,6264,12524,2.08513765,0.143490684,581,1158,2.774221572,0.272474273,[-0.815943   -0.316728   -0.45187899],[0.97258002 0.37073901 0.28534299],6.10980971,0.906451713,2.053027455,0.000227392,1.788523018,0.984371792,2,0.2179258523658783,0.024128143502351058,0.015766114037107443
['data' 'LabeledDB_new' 'Fish' '232' 'original.ply'],Fish,True,1.8474184836907657,5440,10876,1.877396299,0.120589218,802,1600,2.455067708,0.210424179,[-0.855322   -0.276683   -0.31977201],[0.95205998 0.30417699 0.22679199],4.710325928,0.573802496,1.975540478,0.000295797,1.807381988,0.980153807,2,0.24230779172431605,0.02108812709450825,0.010539303902748286
['data' 'LabeledDB_new' 'Fish' '233' 'original.ply'],Fish,True,1.7104372242050998,10186,20368,3.04712807,0.24684937,753,1502,3.563779024,0.500833096,[-0.71025598 -0.46470001 -0.59573001],[0.94937497 0.50747299 0.42504701],8.599866815,1.646971057,2.177494196,0.000133729,1.659630954,0.968238376,2,0.17244541054478338,0.05066035048947441,0.033626823638381896
['data' 'LabeledDB_new' 'Fish' '234' 'original.ply'],Fish,True,1.8452713043561262,7498,14992,2.628779282,0.189654026,574,1144,3.29481065,0.406464056,[-0.83177203 -0.41735199 -0.36420301],[0.97583598 0.501369   0.43848401],7.698152634,1.333012235,2.180780003,0.000243673,1.807608008,0.980413928,2,0.19203553471317852,0.04278504912063706,0.018205281296268583
['data' 'LabeledDB_new' 'Fish' '235' 'original.ply'],Fish,True,1.8557558022706324,5250,10496,1.845555633,0.117376463,374,744,2.487815653,0.220503515,[-0.85608798 -0.261006   -0.462946  ],[0.96107101 0.30706599 0.243146  ],5.432939298,0.728882623,2.030600532,0.000281694,1.817158997,0.972267943,2,0.2436827718807741,0.01726439770421446,0.013083912113309374
['data' 'LabeledDB_new' 'Fish' '236' 'original.ply'],Fish,True,1.829733546321996,4845,9686,1.643808371,0.090760062,416,828,2.261703884,0.183329718,[-0.82991099 -0.228387   -0.42097399],[0.95083499 0.31183299 0.29037601],5.226027428,0.68431484,1.992213018,0.00030344,1.780745983,0.973614944,2,0.23413486012430723,0.015136691018696708,0.010006402491804777
['data' 'LabeledDB_new' 'Fish' '237' 'original.ply'],Fish,True,1.8331410469002294,4439,8874,1.489046454,0.080646465,466,928,2.005225869,0.142837255,[-0.83983701 -0.21594299 -0.32591301],[0.96163303 0.26069501 0.231417  ],4.25661414,0.478550905,1.945017953,0.000334957,1.801470041,0.984846775,2,0.2358085127149903,0.013754912949398807,0.007679410255138963
['data' 'LabeledDB_new' 'Fish' '238' 'original.ply'],Fish,True,1.8161566167572227,5096,10188,1.663834974,0.096643743,488,972,2.320650623,0.1917308,[-0.82502699 -0.235357   -0.39589599],[0.93846798 0.26833799 0.29535401],4.910917293,0.614012204,1.95996166,0.000273265,1.763494968,0.979353502,3,0.2348614922986984,0.015190710465072931,0.011159924488662388
['data' 'LabeledDB_new' 'Fish' '239' 'original.ply'],Fish,True,1.8761896950641164,5121,10238,1.86927536,0.124516299,682,1360,2.164611208,0.169668338,[-0.87110502 -0.30575201 -0.25510201],[0.98542601 0.36428201 0.19132701],4.74374178,0.555330438,2.023598749,0.000303909,1.856531024,0.98671338,2,0.23131708348489868,0.021661565050716973,0.008890035433667096
['data' 'LabeledDB_new' 'Fish' '240' 'original.ply'],Fish,True,1.7965109236923387,6833,13662,2.233843248,0.154940661,618,1232,2.95537631,0.284092419,[-0.796664 -0.337138 -0.429387],[0.94907099 0.44266599 0.235644  ],6.081785658,0.905327393,2.024339683,0.000198747,1.74573499,0.974021009,2,0.21204624792720567,0.033515746830190776,0.014078614608468645
['data' 'LabeledDB_new' 'FourLeg' '381' 'original.ply'],FourLeg,True,1.7298318142280458,6938,13872,2.834354357,0.242547088,271,538,4.068415224,0.560652957,[-0.66026503 -0.58982903 -0.28568   ],[0.97386402 0.47252399 0.28537899],6.551744479,0.991370922,2.031029306,0.029717819,1.634129047,0.977677096,2,0.19480935362144314,0.05380363005114502,0.022484790172014563
['data' 'LabeledDB_new' 'FourLeg' '382' 'original.ply'],FourLeg,True,1.9265488367343664,8078,16152,2.518692336,0.158359945,568,1132,4.161098258,0.558043627,[-0.435902   -0.75561601 -0.69051802],[0.272533   0.79074198 0.58828098],7.957842267,1.400916783,2.128010821,0.000116527,1.546357989,0.219552006,1,0.20219102379264303,0.060051349379215684,0.020470635707565254
['data' 'LabeledDB_new' 'FourLeg' '383' 'original.ply'],FourLeg,True,1.8591598100388915,13331,26658,3.588505881,0.302313105,412,820,4.54264325,0.659738199,[-0.29517701 -0.99482697 -0.51956898],[0.29601601 0.805897   0.40243199],6.539850477,0.981539595,2.10765315,0.030491655,1.80072397,0.02338101,0,0.3058024940219493,0.050062344255714486,0.028260952523263945
['data' 'LabeledDB_new' 'FourLeg' '384' 'original.ply'],FourLeg,True,1.995454015857797,4712,9420,3.006333895,0.197950379,295,586,4.508909393,0.575288735,[-0.229803   -0.99914998 -0.420185  ],[0.22865701 0.99251801 0.67921603],7.213546677,1.0038632,2.320691612,0.000407175,1.991667986,0.024261461,2,0.251130652408911,0.060255807244721946,0.017339939759941386
['data' 'LabeledDB_new' 'FourLeg' '385' 'original.ply'],FourLeg,True,1.8291919014472309,10436,20868,3.080083855,0.2069621,705,1406,4.59230701,0.59026912,[-0.77708298 -0.71964502 -0.255539  ],[0.985057   0.60613602 0.25277299],7.811678108,1.187524453,2.263009889,8.39e-05,1.762139976,0.956211901,1,0.24092770326898244,0.07504982111451115,0.015864446678189315
['data' 'LabeledDB_new' 'FourLeg' '386' 'original.ply'],FourLeg,True,1.9012869810344943,2087,4170,3.304109106,0.237660781,114,224,5.54418076,0.905185305,[-0.75334102 -0.54312098 -0.58165801],[0.87363398 0.666825   0.55577803],10.39073599,2.239101812,2.324817766,0.000152949,1.626975,0.720533706,2,0.23371343775134937,0.13041773427806128,0.02617161989219375
['data' 'LabeledDB_new' 'FourLeg' '387' 'original.ply'],FourLeg,True,1.9590283812048805,14680,29356,2.732164498,0.169987577,485,966,4.172552932,0.477781531,[-0.90003002 -0.756033   -0.34790301],[0.69644099 0.69805598 0.32817599],8.767660964,1.569457181,2.262780876,0.000243442,1.596471012,0.873999053,2,0.2164559365038761,0.0795343826961128,0.012679691473626702
['data' 'LabeledDB_new' 'FourLeg' '388' 'original.ply'],FourLeg,True,1.885917911993354,8411,16818,3.712778226,0.29857235,476,948,4.677984695,0.695208439,[-0.866458   -0.60413802 -0.326592  ],[0.99783897 0.43366501 0.32978499],7.67928938,1.269940497,2.232368489,0.000102625,1.864296973,0.993166557,2,0.2346149811519262,0.07666370720164688,0.024128750309910362
['data' 'LabeledDB_new' 'FourLeg' '389' 'original.ply'],FourLeg,True,1.9429246594843697,9490,18976,3.012498917,0.167611434,235,466,4.611849639,0.651901205,[-0.282428   -0.81520599 -0.67968702],[0.288643   0.78317899 0.67260897],7.693075863,1.234364026,2.170175356,0.000147996,1.598384976,0.183753155,2,0.21939339199643262,0.06167889334370012,0.02271499105347645
['data' 'LabeledDB_new' 'FourLeg' '390' 'original.ply'],FourLeg,True,1.820129167343635,9239,18474,1.54371874,0.051967509,228,452,3.107883388,0.307952802,[-0.246158   -0.73803997 -0.49889001],[0.24578699 0.942716   0.572236  ],6.308152051,0.885649292,2.052866644,9.37e-05,1.680755973,0.128649772,1,0.18259806944257834,0.0383146564890328,0.011973120367293158
['data' 'LabeledDB_new' 'FourLeg' '391' 'original.ply'],FourLeg,True,1.7906381159498317,4315,8626,3.077273067,0.223809022,263,522,4.081708439,0.517576281,[-0.26796401 -0.56110901 -0.87076002],[0.244835 0.423509 0.838027],6.127355818,0.862785603,2.037741038,0.00020116,1.708787024,0.334440923,0,0.34348636299362595,0.05712441355018872,0.011360071174737068
['data' 'LabeledDB_new' 'FourLeg' '392' 'original.ply'],FourLeg,True,1.8945734206108826,8618,17232,3.263267333,0.273066714,438,872,4.374117052,0.601091144,[-0.83480102 -0.58748001 -0.31363201],[0.99480301 0.44329399 0.31770501],7.383541579,1.190643694,2.192836603,0.000106054,1.82960403,0.999493038,1,0.2550250089151154,0.0562416446669569,0.020608574411966115
['data' 'LabeledDB_new' 'FourLeg' '393' 'original.ply'],FourLeg,True,1.8801284963426268,9757,19510,2.526762996,0.137700594,541,1078,3.915428234,0.457703321,[-0.21931501 -0.74706298 -0.740852  ],[0.21889301 0.65553701 0.69255   ],6.506496868,0.881012669,2.052791829,0.000110141,1.433402002,0.206166534,1,0.36726489569173937,0.08583311156488642,0.008188590441512877
['data' 'LabeledDB_new' 'FourLeg' '394' 'original.ply'],FourLeg,True,1.8397242457257703,9009,18014,2.385797334,0.12999574,395,786,4.339846122,0.477220903,[-0.72456598 -0.21842401 -0.69334102],[0.80032402 0.22700401 0.575064  ],6.356779987,0.861537127,2.03286668,0.018710008,1.524890006,0.352742343,0,0.17811373991203164,0.105175701423977,0.01400523003855763
['data' 'LabeledDB_new' 'FourLeg' '395' 'original.ply'],FourLeg,True,1.8054342484023835,11312,22620,2.614422205,0.152590687,262,520,4.252140512,0.52542881,[-0.76732701 -0.69775498 -0.51844001],[0.99256903 0.524252   0.48355401],10.27690842,2.154893575,2.365275275,0.003714698,1.75989604,0.905857013,2,0.218355249670776,0.06265672564938317,0.015366357319099846
['data' 'LabeledDB_new' 'FourLeg' '396' 'original.ply'],FourLeg,True,1.972889557203123,5538,11072,2.785764738,0.168374839,284,564,3.904209317,0.444103739,[-0.81437701 -0.74798    -0.206627  ],[0.75188702 0.70007801 0.206599  ],7.027274797,0.937213569,2.172742677,0.001628333,1.566264033,0.938467474,1,0.20151971298135174,0.07344783433763163,0.012361263350203704
['data' 'LabeledDB_new' 'FourLeg' '397' 'original.ply'],FourLeg,True,1.824613710620697,7268,14532,2.698757418,0.167464694,380,756,3.933930641,0.450177214,[-0.23051099 -0.70656598 -0.75557399],[0.231012   0.59555203 0.82830399],6.788699096,0.951843197,2.101709835,0.000122775,1.583877981,0.310233528,1,0.2077290794647749,0.06787940421963147,0.013976179204080258
['data' 'LabeledDB_new' 'FourLeg' '398' 'original.ply'],FourLeg,True,1.4665438238521475,1480,2956,1.539604356,0.070961727,136,268,2.194496631,0.195516292,[-0.99976099 -0.46562099 -0.165829  ],[0.43333599 0.42938501 0.166005  ],4.110348247,0.425620378,1.721893286,0.002427019,1.433096975,0.86077989,1,0.1846492407015614,0.04709188765715198,0.00655918705337729
['data' 'LabeledDB_new' 'FourLeg' '399' 'original.ply'],FourLeg,True,1.9449947892537978,3911,7818,2.797704126,0.174193172,203,402,4.498922392,0.595637245,[-0.360116   -0.69514602 -0.71157002],[0.27877799 0.87548298 0.67637098],8.140305979,1.392750818,2.191219117,0.00025799,1.570629001,0.232046677,1,0.1779984860846441,0.09580588345696185,0.019301799741853642
['data' 'LabeledDB_new' 'FourLeg' '400' 'original.ply'],FourLeg,True,1.8652539138313766,3703,7402,2.36079031,0.125916228,213,422,4.200491978,0.553766463,[-0.26791599 -0.653126   -0.69217902],[0.26203799 0.37251201 0.98456299],6.303734846,0.911377956,2.035742704,0.000240153,1.676742017,0.326063563,2,0.2362883396979097,0.05208591067667918,0.013316903635109456
['data' 'LabeledDB_new' 'Glasses' '41' 'original.ply'],Glasses,True,1.4123988954294402,7016,14028,0.781510151,0.009987585,714,1424,2.843121607,0.26415943,[-0.51019502 -0.21868099 -0.19441099],[0.51334    0.86540502 0.132662  ],3.597891825,0.362920191,1.526382375,9.5e-05,1.084086016,0.999942952,2,0.11956150763310487,0.0990879421135438,0.008530866782896813
['data' 'LabeledDB_new' 'Glasses' '42' 'original.ply'],Glasses,True,1.4254587285534288,4164,8324,0.573384969,0.008073708,448,892,2.272949816,0.17526451,[-0.82949603 -0.160265   -0.174753  ],[0.42137599 0.744645   0.13230699],3.587761988,0.347569367,1.574112049,0.000256036,1.250872016,0.995425411,1,0.12015092623927728,0.05750285315369032,0.00588329191022018
['data' 'LabeledDB_new' 'Glasses' '43' 'original.ply'],Glasses,True,1.3979824296042156,3414,6824,0.459976866,0.00544334,807,1610,2.066416729,0.137273118,[-0.82448697 -0.13022199 -0.70911598],[0.43136901 0.114313   0.212587  ],3.38003112,0.283055659,1.576866508,0.00044407,1.255855978,0.337274993,0,0.12658176752033928,0.06132993499096347,0.003348079933275772
['data' 'LabeledDB_new' 'Glasses' '44' 'original.ply'],Glasses,True,1.3806372391532633,6288,12572,0.881705016,0.011509775,938,1872,2.94954186,0.268590538,[-0.52431899 -0.177508   -0.92174798],[0.52850598 0.16164599 0.29026699],4.088338276,0.432773933,1.640867499,0.000207286,1.212014973,0.341397895,0,0.13519643391165626,0.1309570681220247,0.005915780342565677
['data' 'LabeledDB_new' 'Glasses' '45' 'original.ply'],Glasses,True,1.3931130892148476,5399,10794,0.756253776,0.012440606,1016,2028,2.818520418,inf,[-0.61841398 -0.17678501 -0.89774001],[0.61668497 0.14759099 0.19092301],4.196758337,0.436158097,1.678057323,0.000162041,1.235098958,0.342814715,0,0.15555071669271175,0.0701588809548041,0.005992377567479862
['data' 'LabeledDB_new' 'Glasses' '46' 'original.ply'],Glasses,True,1.8913761536236193,2394,4784,0.663461124,0.01286242,309,614,1.570726188,0.092884904,[-0.99671102 -0.099818   -0.158213  ],[0.83215201 0.45801601 0.120276  ],3.369741723,0.284115033,1.932220191,0.000696256,1.828863025,0.983242487,1,0.23559010116167112,0.012541158100514394,0.005305657545454077
['data' 'LabeledDB_new' 'Glasses' '47' 'original.ply'],Glasses,True,1.9851230704542382,2028,4052,0.630483201,0.01219834,301,598,1.080445892,0.03568033,[-0.997563 -0.044583 -0.156803],[0.987167   0.092473   0.12597799],1.744039808,0.076921846,2.009453316,0.000938686,1.984730005,0.338207114,1,0.2568497131345258,0.005100976149595388,0.001022309813694257
['data' 'LabeledDB_new' 'Glasses' '48' 'original.ply'],Glasses,True,1.5136334571512775,5176,10348,0.800924185,0.011496056,564,1124,2.64697747,0.227068267,[-0.84580201 -0.21551999 -0.178388  ],[0.49074399 0.75177199 0.153024  ],4.112699583,0.428459456,1.682808044,0.000211461,1.336546004,0.997701138,1,0.166909101195453,0.07804942622591536,0.006557195287253927
['data' 'LabeledDB_new' 'Glasses' '49' 'original.ply'],Glasses,True,1.6918023736323216,3110,6220,0.76975765,0.013131724,383,762,2.466926611,0.190509672,[-0.84057099 -0.186472   -0.168001  ],[0.84951198 0.52805799 0.14126299],3.902550328,0.373471822,1.860800301,0.000536112,1.690082967,0.998669615,2,0.22470271290593383,0.04862022771076631,0.0059544925000865395
['data' 'LabeledDB_new' 'Glasses' '50' 'original.ply'],Glasses,True,1.4323441996464805,7420,14836,0.859205874,0.012581676,805,1606,2.949380932,0.282535991,[-0.517775   -0.236303   -0.19737101],[0.52528  0.861516 0.135842],3.716905292,0.381557408,1.550548674,9.02e-05,1.097819,0.999987586,2,0.12560354612966762,0.10911415482351416,0.00890310274084217
['data' 'LabeledDB_new' 'Glasses' '51' 'original.ply'],Glasses,True,1.5516443445164705,2858,5712,0.615490074,0.010101238,501,998,2.471537252,0.194437349,[-0.82386702 -0.18606199 -0.164938  ],[0.72596002 0.64252299 0.11183   ],3.884863533,0.355415348,1.779077698,0.000461854,1.549827039,0.999941726,1,0.16651031523457874,0.05857881648253244,0.006385812601427139
['data' 'LabeledDB_new' 'Glasses' '52' 'original.ply'],Glasses,True,1.8868819115125826,1554,3104,0.45519483,0.007843516,305,606,1.546311853,0.085046778,[-0.956824 -0.10603  -0.143097],[0.922364   0.37041599 0.086453  ],2.872134715,0.205523362,1.952188906,0.0011597,1.879188001,0.998961215,1,0.20335758883482202,0.012669732820840194,0.004679567426597728
['data' 'LabeledDB_new' 'Glasses' '53' 'original.ply'],Glasses,True,1.8181520985791901,2496,4988,0.652653521,0.011313754,313,622,1.837956256,0.11694307,[-0.988805 -0.120865 -0.147365],[0.781299 0.521698 0.141985],3.671017065,0.329107657,1.905224074,0.000640512,1.770103991,0.984413611,1,0.23493432503818631,0.019349544675357665,0.005011014168163456
['data' 'LabeledDB_new' 'Glasses' '54' 'original.ply'],Glasses,True,1.432241521879476,7407,14810,0.830055468,0.012047471,912,1820,2.936608653,0.278603887,[-0.51859701 -0.196584   -0.86150497],[0.52383602 0.134637   0.23619699],3.706276861,0.379009824,1.549620459,8.24e-05,1.097701967,0.336939955,1,0.12605132093212423,0.10910769699214726,0.008902660702000685
['data' 'LabeledDB_new' 'Glasses' '55' 'original.ply'],Glasses,True,1.5176976246855731,2850,5696,0.58753451,0.009491702,484,964,2.370688658,0.183405863,[-0.84644198 -0.161081   -0.64218599],[0.666502   0.10985    0.18396001],3.767289177,0.33864007,1.74497,0.000695291,1.512943983,0.334578317,0,0.1617489262072343,0.0560665232092554,0.006026581053319262
['data' 'LabeledDB_new' 'Glasses' '56' 'original.ply'],Glasses,True,1.510582722311184,8771,17538,1.438253336,0.022577477,534,1064,3.115336235,0.294539265,[-0.65097398 -0.286924   -0.244029  ],[0.65322602 0.98567301 0.161228  ],5.407972096,0.672613563,1.86672816,8.9e-05,1.304199994,0.348921157,1,0.1561050258291884,0.14346119755470094,0.009924366607276545
['data' 'LabeledDB_new' 'Glasses' '57' 'original.ply'],Glasses,True,1.431498208963234,7413,14822,0.830415155,0.012051656,925,1846,2.938728075,0.279598752,[-0.517497 -0.236141 -0.196613],[0.52422398 0.86131197 0.13461199],3.703575333,0.378669591,1.548965986,9.06e-05,1.097452968,0.999988863,2,0.12598339272995587,0.10920205811589145,0.008919669767868108
['data' 'LabeledDB_new' 'Glasses' '58' 'original.ply'],Glasses,True,1.9435315491364489,1857,3710,0.546461585,0.00917581,252,500,1.220629386,0.048447038,[-0.95286298 -0.055087   -0.136317  ],[0.99023098 0.16637801 0.120757  ],1.973558285,0.110625964,1.972497886,0.00098375,1.943093956,0.548543009,2,0.2592481653176009,0.004838351738540119,0.0020383808655304184
['data' 'LabeledDB_new' 'Glasses' '59' 'original.ply'],Glasses,True,1.7643652856369467,2895,5786,0.794733638,0.016391419,474,944,2.388846641,0.184670694,[-0.89660603 -0.195811   -0.162405  ],[0.86693102 0.49078199 0.113191  ],3.772156454,0.333700508,1.912439809,0.000520224,1.763537049,0.99950195,1,0.2301360509133183,0.04388912286257764,0.006880086994488092
