path,d1,d2,d3,d4,a3
['data' 'LabeledDB_new' 'Cup' '36' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -1.10773858 -1.51149259 -1.85068724 -2.29112909 -1.37268216  0.90715213  2.40817423  1.88906574  1.77194891  1.39228817  1.12347641  0.87716571  0.27511924  0.40144632 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-1.06506655 -1.43699251 -1.71188426 -1.91138748 -1.61580309 -0.42517373  1.35438145  2.92259068  2.10997624  1.73004453  1.45763236  0.78167997  0.22252379 -0.05051527 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.76083765 -1.17435349 -1.61972833 -1.90770681 -1.02598361  0.56275075  1.68685385  2.47029961  2.50047777  1.92480398  0.75543448  0.16920663 -0.0424559  -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.84493055 -1.3408263  -1.77306669 -0.89743441  0.67718737  1.68611941  2.36807012  2.53194767  2.09801401  1.20160337  0.35556771 -0.07371192 -0.08454432 -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-1.10791368 -1.32658458 -1.53058201  0.06212029  1.24011839  1.68450902  1.77364306  1.67607882  1.50806386  1.3474747   1.06946471  0.31601067 -1.3188977  -1.77734928 -1.59784324 -1.46549285 -1.33867454 -1.18268116 -1.00112158 -0.93045473]
['data' 'LabeledDB_new' 'Cup' '37' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -1.10773858 -1.51149259 -1.85068724 -1.64005764 -0.57276317  1.14202975  2.49509642  2.39063999  1.64848798  1.15755898 -0.33778596 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-1.09333169 -1.2948422  -1.48517317 -1.53531732 -0.9985218   0.42216  2.27226896  2.5691935   1.68404816  0.79221503 -0.03382732 -0.43261568 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.74825733 -1.13489141 -1.47550648 -1.54946065 -0.43596404  1.07222766  1.99228113  2.14757826  1.46792807  0.35021279 -0.23880869 -0.26567949 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.80944978 -1.25359455 -1.53087048 -0.44642946  0.98220291  1.7180777  1.97262386  1.67286023  0.94227476  0.214925   -0.12456145 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-1.12474124 -1.33865782 -1.61213605  0.08283529  1.28339327  1.71032485  1.8064326   1.76064983  1.66200854  1.48591886  1.0305007   0.06001931 -1.66686247 -1.99659869 -1.72778825 -1.52799051 -1.36640392 -1.1836725 -0.99162996 -0.91468119]
['data' 'LabeledDB_new' 'Cup' '38' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -0.94514154 -1.04568233 -1.12067556 -1.23467352 -0.72011667  0.06241683  0.99134248  0.85065028  1.12995207  1.74889597  1.44495413  1.32715031  0.1811333  -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-1.03451428 -1.26499191 -1.41765136 -1.40058363 -0.80281743  0.65915683  2.66785858  2.40684063  1.15048224  0.48154756 -0.19292412 -0.46547777 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.73547582 -1.11611024 -1.45605281 -1.54011589 -0.40231597  1.11460139  2.03295674  2.13757996  1.32570614  0.17541365 -0.21461548 -0.26212218 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.81013194 -1.25339944 -1.53664619 -0.46555811  1.01951072  1.84078049  2.08082516  1.57230449  0.57929315 -0.06903859 -0.19403573 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-1.13336289 -1.39456776 -1.72335095 -0.11114516  1.12011999  1.65304506  1.8092526   1.74400857  1.63138717  1.48346685  1.10855235  0.32915467 -1.16642672 -1.64534869 -1.51422123 -1.39129623 -1.26911001 -1.12738652 -0.95461852 -0.89047202]
['data' 'LabeledDB_new' 'Cup' '39' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -1.10773858 -1.51149259 -1.85068724 -2.09048443 -0.90536107  1.7848527   4.00754259  2.65710131  0.70195418  0.07419351 -0.20919487 -0.14879917 -0.04443296 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.95373649 -1.28210714 -1.44326218 -1.49900551 -1.03090751  0.2140815  1.5461446   2.90719443  2.23998766  0.56940493 -0.19486992 -0.40732845 -0.27952977 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.72448524 -1.11477477 -1.51436622 -1.65899484 -0.60328232  0.87126511  1.7961811   2.36549385  1.99883241  0.57777668 -0.19563119 -0.26162152 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.8239485  -1.30189747 -1.68169821 -0.70518976  0.87164198  1.79665378  2.22745398  2.10798897  1.38453357  0.37270641 -0.11956297 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-1.16336069 -1.48026365 -1.78403256 -0.2666176   1.01408049  1.5224712  1.765738    1.77316364  1.74203954  1.70797045  1.54345638  0.96051904 -0.56666086 -1.49045754 -1.56144418 -1.47890571 -1.3680285  -1.21755004 -1.01755849 -0.93482811]
['data' 'LabeledDB_new' 'Cup' '40' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -1.10773858 -1.51149259 -1.85068724 -1.14458816  2.14696138  1.74776676  0.60453872  0.42352846  1.08879843  0.77386705  1.08840611 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.94703706 -1.22844599 -1.38091295 -1.32622205 -0.401223    1.98835  2.12917831  0.82353141  0.63258438  0.65366294  0.6455781   0.38245458 -0.13916983 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.7209197  -1.07912322 -1.40817675 -1.38478978 -0.10351646  1.43878492  2.01024122  1.77929104  0.88737551 -0.23284647 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.79097272 -1.20257142 -1.4186842  -0.22787871  1.1918829   1.85530826  1.91271741  0.99901039 -0.11961448 -0.28955828 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-1.08347006 -1.21630629 -1.14022801  0.8837512   1.29583042  1.22582579  1.14598893  1.12320725  1.14212513  1.16748033  1.15766671  0.93188098  0.02272768 -0.90581598 -1.13485118 -1.20211203 -1.17311747 -1.09095185 -0.96824912 -0.94806712]
['data' 'LabeledDB_new' 'Fish' '221' 'normalized_v2.ply'],[-0.4617457  -0.26852423  0.05119775  0.39346281  0.50671635  1.43103414  0.36608911 -0.33728719 -0.7079864  -0.71285072 -0.50796294 -0.03414304  0.0947477  -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.12145806  0.11962381  0.98266524  0.78665652 -0.22037932 -0.65271204 -0.4937812  -0.21791746 -0.29228263 -0.26471532 -0.26728579 -0.43902228 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.23937562 -0.14604463  0.38693877  1.2507146   0.83200489 -0.42445562 -0.67940111 -0.63760417 -0.54542149 -0.4454742  -0.35887302 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.29279091 -0.05280757  0.67648534  1.11178259  0.01036347 -0.69002594 -0.69387991 -0.51875456 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.17801593  0.30659959  1.14726599  1.00719102  0.06841382 -0.36862435 -0.61562683 -0.66852433 -0.6219386  -0.50870124 -0.14665271  0.57773079  1.42027015  1.04115406  0.55831652  0.34274708  0.14026984 -0.07505602 -0.22596795 -0.29559766]
['data' 'LabeledDB_new' 'Fish' '222' 'normalized_v2.ply'],[-0.4617457  -0.79439819  1.63911349  1.3563691   1.05155434  0.56293886 -0.43382988 -0.68754328 -0.86879246 -0.86175557 -0.63553923 -0.41332095 -0.65341864 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.39295135  0.96234083  1.91841303  0.75781192 -0.50000191 -1.12925941 -1.11261724 -0.84823842 -0.69929546 -0.62149318 -0.59897603 -0.53338772 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.13520765  0.41735119  1.10838233  1.51076448 -0.03463359 -1.18468588 -1.17554045 -0.8867951  -0.63530612 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.2272508   0.77116678  1.43268654 -0.09612729 -1.34363017 -1.03883842 -0.71635599 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.29472445  0.67695466  1.43389618  0.79689915 -0.37742748 -0.73959968 -0.82712033 -0.82749717 -0.83917355 -0.86434536 -0.8189089  -0.57115683  0.33003054  0.88454734  0.85095415  0.74053888  0.544829    0.29063295  0.10638246  0.07981752]
['data' 'LabeledDB_new' 'Fish' '223' 'normalized_v2.ply'],[-0.4617457  -0.08697251  0.47671765  1.37375008  1.94181249  0.77586789 -0.21069458 -0.74935318 -0.95136855 -0.84608138 -0.76723089 -0.82861105 -0.56574289 -0.53578593 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.19011631  0.75479732  1.58493682  1.79642901  0.08384283 -1.3239554 -1.1830828  -0.98899619 -0.87893939 -0.7838231  -0.74549332 -0.53593152 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.07022226  0.31620844  0.977321    1.34736911  0.26112712 -0.89794489 -1.15233423 -0.90523785 -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.18359528  0.60773265  1.18083203  0.2670698  -1.06208505 -1.00783516 -0.71568924 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.18369504  0.05110798  0.60010359  0.64805165  0.05996982 -0.15640168 -0.2623656  -0.30059445 -0.34158792 -0.41669882 -0.44563294 -0.24386503  0.4528859   0.69669378  0.61721572  0.49394653  0.33291313  0.13398287 -0.02363647  0.02903944]
['data' 'LabeledDB_new' 'Fish' '224' 'normalized_v2.ply'],[-4.61745702e-01  9.45792105e-02  1.71176323e+00  1.31465474e+00  1.11441727e-01  3.29535887e-01  1.66508161e-02 -6.71060645e-01 -8.12293036e-01 -7.52036205e-01 -8.33076721e-01 -6.20966000e-01  1.22690742e-03 -5.53785309e-01 -4.20376716e-01 -2.01817461e-01 -2.20405230e-01 -1.97401223e-01 -1.64445018e-01 -1.29031209e-01],[ 0.59725379  1.41550496  1.72009596  0.31273279 -0.80690495 -1.25259386 -1.15252505 -0.79199654 -0.53300433 -0.55335401 -0.44244471 -0.43857005 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.33617355  0.75395916  1.45728141  1.49975838 -0.50598902 -1.65856904 -1.3360313  -0.90897173 -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.55135568  1.23218634  1.51643267 -1.08350295 -1.5958766  -1.045279 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.90959708  1.68401192  1.9512463  -0.57174257 -1.33468996 -1.40614816 -1.35294078 -1.28476785 -1.28093059 -1.29748768 -1.27993236 -1.16309301 -0.29280345  0.69917008  1.01519245  1.25791323  1.28749665  1.02137943  0.64506651  0.32728243]
['data' 'LabeledDB_new' 'Fish' '225' 'normalized_v2.ply'],[-0.4617457  -0.18087857  1.15132238  1.06436863  1.39341347  0.87823762 -0.24016528 -0.58040613 -0.92094578 -1.00674188 -1.08411395 -0.70221841 -0.04553349 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.31957127  0.86942348  1.68853012  1.46576349 -0.28895694 -1.34584435 -1.29312393 -0.78268087 -0.83119258 -0.72715399 -0.58937098 -0.48891838 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.1185231   0.49001966  1.20116354  1.46441114 -0.18269262 -1.22649353 -1.19043486 -0.8860988  -0.63541513 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.14068622  0.64378519  1.25130466  0.17160183 -1.09636606 -1.00698599 -0.71630241 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.15859483  0.62731535  1.14690131  0.37928961 -0.22990225 -0.49509663 -0.59263615 -0.54539752 -0.5740466  -0.63831487 -0.63670314 -0.4509443  0.08195614  0.57898238  0.5351054   0.49578974  0.33680544  0.12555819 -0.0459569  -0.13950882]
['data' 'LabeledDB_new' 'Fish' '226' 'normalized_v2.ply'],[-0.4617457  -0.79439819  1.78441297  1.8708461   0.72393934  0.14527038 -0.47172078 -0.66281932 -0.89486912 -0.86175557 -0.42154029 -0.48103129 -0.79369982 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.42935297  1.05199305  1.97594677  0.79720314 -0.44693038 -1.21705546 -1.23737957 -0.91330898 -0.74206956 -0.66024837 -0.60004188 -0.50642348 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.23585935  0.58846012  1.41258486  1.62405741 -0.28559101 -1.6328891 -1.35402906 -0.9089507  -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.07106942  0.60957927  1.50028626  0.25788248 -1.34804708 -1.04310783 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.16550788  1.18954608  2.38224332  1.00229759 -0.54894651 -0.919916 -1.01232861 -1.01512213 -0.98095378 -0.97340789 -0.93710745 -0.7481245 -0.04382316  0.64701685  0.8117859   0.78196844  0.6009331   0.13898425 -0.31765918 -0.56146154]
['data' 'LabeledDB_new' 'Fish' '227' 'normalized_v2.ply'],[-0.4617457  -0.79439819  1.78441297  1.8708461   0.72393934  0.14527038 -0.47172078 -0.66281932 -0.89486912 -0.86175557 -0.42154029 -0.48103129 -0.79369982 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.42935297  1.05199305  1.97594677  0.79720314 -0.44693038 -1.21705546 -1.23737957 -0.91330898 -0.74206956 -0.66024837 -0.60004188 -0.50642348 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.23585935  0.58846012  1.41258486  1.62405741 -0.28559101 -1.6328891 -1.35402906 -0.9089507  -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.07106942  0.60957927  1.50028626  0.25788248 -1.34804708 -1.04310783 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.16550788  1.18954608  2.38224332  1.00229759 -0.54894651 -0.919916 -1.01232861 -1.01512213 -0.98095378 -0.97340789 -0.93710745 -0.7481245 -0.04382316  0.64701685  0.8117859   0.78196844  0.6009331   0.13898425 -0.31765918 -0.56146154]
['data' 'LabeledDB_new' 'Fish' '228' 'normalized_v2.ply'],[-0.4617457  -0.70675253  1.26202675  1.05394005  0.82008722  0.67759295  0.00823062 -0.66693998 -0.79925471 -0.71676927 -0.62319314 -0.422349 -0.33194091 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.242801    0.72269559  1.70294506  0.8492688  -0.43182973 -1.0460992 -1.02770734 -0.76080748 -0.57194878 -0.51542732 -0.42066914 -0.4832655 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.04535601  0.32047504  1.0437785   1.59139802  0.05616998 -1.12297095 -1.14015682 -0.8852179  -0.63519104 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.11332708  0.54097107  1.23617788  0.43239122 -1.10408183 -1.01767011 -0.71588272 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.20463204  0.58772476  1.13696768  0.3330776  -0.5400283  -0.73148283 -0.78073117 -0.77673866 -0.74938861 -0.70630596 -0.68159132 -0.34290038  0.69946071  1.15543628  1.07133606  0.91389989  0.74536429  0.46482867  0.16227589  0.06583388]
['data' 'LabeledDB_new' 'Fish' '229' 'normalized_v2.ply'],[-0.4617457  -0.79439819  1.46959743  1.53365509  1.04443227  0.75129916 -0.39593898 -0.77407714 -0.93833022 -0.89702251 -0.59027022 -0.422349 -0.75862953 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.3447397   0.87486536  1.92821729  0.94731401 -0.34210294 -1.07608528 -1.18624695 -0.89264614 -0.77521857 -0.68667738 -0.62187943 -0.52198774 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.16096121  0.47633584  1.28874078  1.72851112 -0.28175265 -1.46690903 -1.27266113 -0.90427284 -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.09234503  0.67395799  1.5376922   0.08703089 -1.3734879  -1.03880078 -0.71634706 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.14527756  0.71921491  1.46960793  0.7413028  -0.56452691 -0.83965118 -0.8965791  -0.85406913 -0.82921409 -0.84913464 -0.78223189 -0.38404168  0.58054666  1.15533825  1.13733698  1.0193028   0.81758633  0.45069068  0.01706927 -0.28152663]
['data' 'LabeledDB_new' 'Fish' '230' 'normalized_v2.ply'],[-0.4617457  -0.3686907   0.0373597   0.3135103   0.43905673  1.36142272  0.45029111 -0.27959795 -0.74275528 -0.68933942 -0.4544632   0.12384776  0.08890265 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.18460683  0.01559864  0.8812775   0.8956184  -0.11720675 -0.59190347 -0.47301649 -0.18683275 -0.27290869 -0.27405891 -0.25794101 -0.44354458 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.27773649 -0.25291954  0.17716531  1.06738902  1.04203485 -0.11473162 -0.5482835  -0.5919284  -0.52341517 -0.43447565 -0.3570216  -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.27135036 -0.08741125  0.61165391  1.17399754 -0.0024494  -0.61479483 -0.6739101  -0.51753317 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.28479212  0.16937282  1.1556542   1.13497219  0.08438399 -0.36745283 -0.57680802 -0.57552033 -0.48238802 -0.31617757  0.09222897  0.7806271  1.70175933  1.24158321  0.58888766  0.20965414 -0.03385031 -0.23831352 -0.39679524 -0.47384707]
['data' 'LabeledDB_new' 'Fish' '231' 'normalized_v2.ply'],[-0.4617457  -0.56276323  0.85726391  1.79436979  0.9162351   0.48513787  0.01665082 -0.70814658 -0.86010024 -0.74419911 -0.84953818 -0.54874164 -0.26764537 -0.53578593 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.22042569  0.70254465  1.7155798   1.27631427 -0.33775064 -1.11991657 -1.2193993  -0.84252657 -0.63767892 -0.59731952 -0.53368648 -0.50387968 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.04810501  0.31341211  1.07147426  1.66817634  0.14374494 -1.19563929 -1.23988799 -0.90630568 -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.08533051  0.56254519  1.34757037  0.3993423  -1.22176552 -1.0292928 -0.7162786  -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.02132025  0.57502131  1.56546814  0.68424996 -0.30829989 -0.53730826 -0.60697244 -0.61432734 -0.62265821 -0.59954    -0.57817894 -0.29957444  0.4225372   0.61064684  0.58069702  0.55097243  0.3502809   0.05960473 -0.17110072 -0.37299009]
['data' 'LabeledDB_new' 'Fish' '232' 'normalized_v2.ply'],[-0.4617457   0.14466244  1.15478189  1.69008391  0.85569754 -0.13317527 -0.63170457 -0.67930196 -0.77317805 -0.61880554 -0.61907777 -0.43137704 -0.18581468 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.46225307  1.13318369  1.74396858  0.62303197 -0.69787415 -1.33365416 -1.12750455 -0.78185992 -0.59662306 -0.42361159 -0.41266286 -0.4704523 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.28432894  0.62003794  1.28848457  1.4435258  -0.26071667 -1.35754062 -1.32217482 -0.90891098 -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.27661803  0.88105647  1.49491906 -0.31715856 -1.4456081  -1.04448863 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.70076625  1.2804144   1.32013923 -0.66733955 -1.21803367 -1.22420447 -1.20030816 -1.1295711  -1.08001018 -1.04922211 -0.92475978 -0.51777657  0.49448436  1.16908631  1.40112045  1.42038401  1.2296896   0.826996  0.43782708  0.35367654]
['data' 'LabeledDB_new' 'Fish' '233' 'normalized_v2.ply'],[-0.4617457  -0.79439819 -0.67529965  0.0562718   0.87706374  1.57844654  2.13854118  0.67639517 -0.35160541 -1.22618062 -1.26518998 -0.84215312 -0.30856072  0.03119467 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.35240645 -0.3193541   0.22410835  1.27357849  1.91472785  0.73325893 -0.70992411 -0.80749715 -0.6293862  -0.69735577 -0.63123661 -0.49939506 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.38697271 -0.43844116 -0.18316656  0.83491999  1.53379904  0.42646909 -0.34555491 -0.58910112 -0.59449434 -0.46521034 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.42830896 -0.44347174  0.05701968  1.30378471  0.80131362 -0.17490147 -0.52362903 -0.50355688 -0.39384944 -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.63546439 -0.70545479 -0.57938146  0.22899768  0.53127345  0.63638118  0.76605319  0.80535379  0.71828751  0.61495961  0.46371725  0.33692547  0.00641888 -0.29480567 -0.45492612 -0.5307048  -0.60512081 -0.62390856 -0.58405944 -0.5703796 ]
['data' 'LabeledDB_new' 'Fish' '234' 'normalized_v2.ply'],[-0.4617457  -0.72553374  0.34179671  1.15474973  1.98454488  1.04612397  0.27767701 -0.53507887 -1.08609794 -0.9440451  -0.99769129 -0.73833059 -0.26180032 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[-0.04579087  0.30316438  1.24382516  2.06407254  0.8583777  -0.94176186 -1.2009365  -1.03110803 -0.93304225 -0.78275526 -0.62728304 -0.499282 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[-0.12160932  0.04234856  0.69541424  1.605885    0.71259608 -0.7870483 -1.07827776 -0.88275746 -0.63522435 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[-0.23343729  0.04887995  0.85825248  1.26012211 -0.38482253 -0.88204852 -0.7105368  -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[-0.46285556 -0.22992784  0.36861025  0.77174141  0.28602301  0.10599934  0.05580401  0.00627524 -0.08543271 -0.12714487 -0.11217181  0.05992424  0.50563377  0.49734494  0.35638904  0.24514234  0.10911844 -0.09181932 -0.30893515 -0.49735706]
['data' 'LabeledDB_new' 'Fish' '235' 'normalized_v2.ply'],[-0.4617457  -0.16835777  1.80862955  1.3528929   0.17910135 -0.02671076  0.18926491 -0.51859623 -0.77752416 -0.85783702 -0.70550043 -0.51262945 -0.25011022 -0.55378531 -0.42037672 -0.20181746 -0.22040523 -0.19740122 -0.16444502 -0.12903121],[ 0.50983728  1.22668257  1.80734182  0.44839162 -0.66754047 -1.21892403 -1.14514467 -0.83148552 -0.52061258 -0.58182665 -0.50986596 -0.47938386 -0.29382644 -0.16871265 -0.10701785 -0.0514454  -0.05136655  0.  0.          0.        ],[ 0.30125302  0.75121927  1.4974558   1.47090597 -0.56698038 -1.63362521 -1.32162348 -0.90817729 -0.63541816 -0.46600167 -0.35937185 -0.27340016 -0.16170321 -0.0726421  -0.05205984 -0.05136655  0.          0.  0.          0.        ],[ 0.41891295  1.04306315  1.42149714 -0.56423661 -1.51475253 -1.04439924 -0.71637385 -0.51915606 -0.3938566  -0.29072408 -0.21091133 -0.14582045 -0.0858386  -0.05440089 -0.05136655 -0.05136655  0.          0.  0.          0.        ],[ 0.51220257  1.07388894  1.82456936 -0.04503321 -1.0096572  -1.11375443 -1.0866717  -1.02321116 -0.99842993 -1.01980807 -0.99387306 -0.64597475  0.32017167  1.05715882  1.2081816   1.12932791  0.94082507  0.62842146  0.37014882  0.18635534]
